player_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,league_name,club_position,nationality_name,preferred_foot,weak_foot,pace,shooting,passing,dribbling,defending,physic
274917,C. Báez,Cristhian Báez Martinez,ST,61,76,800000,500,20,02-04-2003,177,73,General Caballero JLM,Primera División,SUB,Paraguay,Right,3,65,62,50,60,24,56
275288,M. Mbaye,Malick Mbaye,RM,61,76,775000,2000,19,06-04-2004,173,68,Metz,Ligue 1,SUB,Senegal,Right,2,81,62,52,61,26,52
275599,S. Revan,Sebastian Revan,"LB, CB",61,76,750000,7000,20,01-07-2003,181,65,Rotherham United,Championship,RES,England,Left,3,58,36,48,56,60,53
276867,B. Schamine,Benjamín Schamine,"CM, CAM, RW",61,76,775000,2000,19,24-10-2003,178,77,Defensa y Justicia,Liga Profesional,RES,Argentina,Right,3,58,49,61,62,47,51
277211,Franculino,Franculino Gluda Dju,"ST, RW",61,76,775000,3000,19,28-06-2004,182,78,Midtjylland,Superliga,SUB,Guinea,Left,3,77,57,57,65,35,65
277639,Xavi Grande,Xavier Grande Sánchez,RB,61,76,725000,550,18,28-01-2005,178,68,Levante,La Liga 2,RES,Spain,Right,3,65,40,55,58,58,51
277929,Kauã Santos,Kauã Morais Vieira dos Santos,GK,61,76,700000,3000,20,11-04-2003,196,84,Eintracht Frankfurt,Bundesliga,RES,Brazil,Right,1,,,,,,
277971,Pedro Lima,Pedro Lima Barros,"CM, CAM",61,76,775000,4000,20,27-03-2003,184,79,Norwich City,Championship,RES,Brazil,Left,2,62,52,64,62,48,59
278023,M. van Sas,Mikki van Sas,GK,61,76,675000,850,19,29-02-2004,193,78,Feyenoord,Eredivisie,RES,Netherlands,Right,3,,,,,,
278065,S. Sane,Sadibou Sane,CB,61,76,725000,2000,19,10-06-2004,185,77,Metz,Ligue 1,RES,Senegal,Right,3,64,32,34,38,63,64
278126,Selvi,Selvi Clua Oya,"CDM, CM",61,76,725000,1000,18,29-01-2005,189,75,Girona,La Liga,RES,Spain,Left,3,56,33,57,46,61,53
248569,J. Furlong,James Furlong,"LB, LWB",61,75,775000,2000,21,07-06-2002,178,71,Hull City,Championship,RES,Republic of Ireland,Left,3,67,32,50,58,57,52
256215,M. Peltola,Matti Peltola,"CB, CDM, RB",61,75,750000,500,20,03-07-2002,187,70,HJK,Veikkausliiga,RCB,Finland,Right,2,65,35,55,56,62,64
258047,J. Henderson,Jay Henderson,RM,61,75,800000,1000,21,07-05-2002,168,71,Ross County,Premiership,SUB,Scotland,Right,4,82,51,56,62,53,53
259766,F. Stevens,Finley Stevens,"RB, RWB",61,75,750000,6000,20,10-04-2003,179,73,Oxford United,League One,SUB,Wales,Right,3,62,44,58,62,57,64
262175,M. Abbas,Mohammed Abbas Ahmed Abdulla Hasan Al Baloushi,"CM, CDM",61,75,775000,500,20,30-09-2002,174,59,Al Ain,Pro League,SUB,United Arab Emirates,Right,2,65,45,60,65,54,53
262637,N. Young-Coombes,Nathan Young-Coombes,"ST, RW, LW",61,75,800000,7000,20,15-01-2003,175,64,Brentford,Premier League,RES,England,Right,3,68,62,53,61,20,54
262911,A. Nilsson,Aleksander D. Nilsson,CM,61,75,775000,650,20,05-09-2002,178,72,Sandefjord,Eliteserien,LCM,Sweden,Right,3,66,48,56,62,51,53
263404,A. Nankishi,Abdenego N'Lola Nankishi,"LW, ST",61,75,800000,3000,20,06-07-2002,178,76,Heracles Almelo,Eredivisie,SUB,Germany,Right,3,81,51,52,67,29,47
264277,M. Boukamir,Mehdi Boukamir,CB,61,75,725000,1000,19,26-01-2004,188,78,Sporting Charleroi,Jupiler Pro League,LCB,Belgium,Right,4,62,25,38,51,62,61
264299,O. Beck,Owen Beck,"LB, LWB",61,75,750000,9000,20,09-08-2002,181,74,Dundee,Premiership,LWB,Wales,Left,2,66,40,53,57,56,57
264663,J. Uzeda,Javier Uzeda Alderete,"CAM, LM",61,75,800000,500,20,31-07-2002,172,70,Bolívar,Liga De Futbol Prof,LWB,Bolivia,Left,3,80,53,57,63,47,54
266011,T. Rossmann,Tim Rossmann,"ST, LM",61,75,775000,2000,19,11-11-2003,177,74,Karlsruher SC,2. Bundesliga,SUB,Germany,Left,3,84,59,52,68,27,51
266433,A. Kade,Anton Kade,"LM, RM",61,75,775000,1000,19,17-01-2004,185,72,Basel,Super League,RES,Germany,Right,3,76,54,54,64,25,41
269875,S. Ba,Sanoussy Ba,"LB, LM, RM",61,75,750000,4000,19,05-01-2004,184,73,LASK Linz,Bundesliga,SUB,Germany,Left,5,74,34,53,65,56,48
270540,M. Pingot,Maksymilian Pingot,CB,61,75,750000,1000,20,01-04-2003,188,78,Lech Poznań,Ekstraklasa,SUB,Poland,Left,2,62,32,44,47,60,71
270732,Espigares,Antonio Espigares Morillas,CB,61,75,725000,500,18,05-09-2004,180,80,Villarreal II,La Liga 2,RCB,Spain,Right,3,58,34,47,43,62,60
271068,N. Savignac,Noa Savignac,"RM, LM",61,75,800000,850,20,20-07-2002,173,67,Rodez,Ligue 2,RES,France,Right,3,69,54,58,60,29,50
271080,A. Adelgaard,Aske Adelgaard,LB,61,75,750000,1000,19,10-11-2003,175,66,OB,Superliga,LB,Denmark,Left,3,69,30,46,62,59,57
271252,S. Ebonog,Simon Ebonog,CM,61,75,750000,1000,18,16-08-2004,180,70,Le Havre,Ligue 1,RES,France,Right,3,68,50,59,60,56,45
271256,S. Ngoura,Steve Ngoura,ST,61,75,775000,1000,18,22-02-2005,185,75,Le Havre,Ligue 1,RES,France,Right,3,53,61,44,63,19,53
271542,K. Vivcharenko,Kostyantyn Vivcharenko,LB,61,75,775000,500,21,10-06-2002,178,76,Dynamo Kyiv,Premier League,SUB,Ukraine,Left,3,66,46,56,59,57,65
272678,Ö. Aksaka,Özgür Baran Aksaka,"CDM, CM",61,75,750000,4000,20,29-01-2003,178,74,Galatasaray,Super Lig,RES,Turkey,Right,3,67,56,64,67,56,53
274358,Lalo Aguilar,Gonzalo Aguilar López,CB,61,75,750000,1000,21,11-06-2002,188,82,Leganés,La Liga 2,RES,Spain,Right,3,60,32,37,37,64,63
274647,T. Chamba,Tommy Chamba,CAM,61,75,750000,500,18,23-10-2004,172,72,Emelec,Liga Pro,SUB,Ecuador,Right,3,64,50,59,63,37,51
275087,R. Sagrado,Richie Sagrado Sebastiao,"RB, LB",61,75,750000,1000,19,30-01-2004,183,79,OH Leuven,Jupiler Pro League,RB,Belgium,Right,2,71,32,44,55,58,63
275610,T. Wójtowicz,Tomasz Wójtowicz,"LM, RM",61,75,775000,750,19,19-12-2003,180,78,Ruch Chorzów,Ekstraklasa,LM,Poland,Left,3,70,50,59,58,39,62
276806,O. Goodman,Owen Goodman,GK,61,75,675000,2000,19,27-11-2003,193,84,Colchester United,League Two,GK,England,Left,2,,,,,,
276873,Y. Verdier,Yannis Verdier,"LW, ST, RW",61,75,775000,750,19,29-07-2003,189,80,Rodez,Ligue 2,SUB,France,Right,5,62,57,57,61,28,60
278012,D. Osorio,Darío Osorio,"LW, RW",61,75,775000,3000,19,24-01-2004,184,72,Midtjylland,Superliga,RES,Chile,Left,3,74,59,60,62,31,54
251439,T. Thomas,Titouan Thomas,"CM, CDM",61,74,800000,850,21,12-01-2002,183,78,Laval,Ligue 2,SUB,France,Right,3,49,52,58,59,56,63
251828,E. Melkersen,Elias Hoff Melkersen,"ST, RW",61,74,800000,1000,20,31-12-2002,178,67,Strømsgodset,Eliteserien,ST,Norway,Right,4,79,60,50,62,30,64
256174,J. Herrera,José Orlando Herrera Taborga,"CDM, CM",61,74,750000,500,20,09-03-2003,180,73,Bolívar,Liga De Futbol Prof,SUB,Bolivia,Right,3,56,58,52,59,60,62
257171,N. Fatar,Noah Fatar,RM,61,74,800000,1000,21,15-02-2002,167,62,Angers SCO,Ligue 2,SUB,France,Left,2,68,67,57,63,27,47
258759,Andrés Borge,Andrés Borge Martín,"LB, CB, RB",61,74,775000,1000,21,23-10-2001,181,72,Real Zaragoza,La Liga 2,RES,Spain,Right,2,65,33,47,53,63,61
258796,L. Miguel,Leonel Miguel,"CB, RB",61,74,750000,1000,22,24-03-2001,183,75,Sporting Gijón,La Liga 2,RES,Netherlands,Right,3,52,27,42,43,61,63
261032,J. Hodge,Joseph Shaun Hodge,"CM, CDM",61,74,775000,7000,20,14-09-2002,172,65,Wolverhampton Wanderers,Premier League,SUB,Republic of Ireland,Right,2,64,48,60,61,58,58
263628,F. Álvarez,Fernando Antonio Álvarez Amador,CB,61,74,725000,700,19,24-08-2003,186,81,CF Montréal,Major League Soccer,RES,Colombia,Left,3,67,34,43,44,60,68
263652,A. Husic,Anel Husic,"CB, LB",61,74,750000,2000,22,01-03-2001,186,80,Lausanne Sport,Super League,LCB,Switzerland,Left,3,65,31,40,49,61,72
263861,T. Goodrham,Tyler Goodrham,"RW, RM",61,74,775000,1000,19,07-08-2003,170,60,Oxford United,League One,SUB,Republic of Ireland,Right,3,77,54,55,65,42,42
263884,S. Al Mousa,Saad Al Mousa,CB,61,74,750000,3000,20,10-12-2002,182,75,Al Ettifaq,Pro League,SUB,Saudi Arabia,Right,3,58,25,51,54,60,73
266172,A. Aventisian,Aventis Aventisian,LB,61,74,750000,1000,20,17-08-2002,170,67,Go Ahead Eagles,Eredivisie,SUB,Armenia,Left,3,81,31,41,55,58,58
268133,Y. López,Yordi Emanuel López Díaz,"CM, CDM",61,74,800000,500,21,17-06-2002,171,68,Liverpool,Primera Division,SUB,Uruguay,Right,3,59,51,59,62,49,47
268426,O. Fobassam,Oliver Fobassam Nawe,CB,61,74,750000,1000,20,06-04-2003,190,92,SpVgg Greuther Fürth,2. Bundesliga,RES,Germany,Right,3,53,31,38,43,60,74
269408,A. Hofman,Albert Hofman,"RM, ST",61,74,800000,1000,20,10-04-2003,181,71,Universitatea Cluj,Liga 1,SUB,Romania,Left,4,73,60,56,63,27,54
269642,Gelardo,Aitor Gelardo Vegara,"CAM, CM, RM",61,74,800000,1000,21,26-06-2002,180,66,Villarreal II,La Liga 2,SUB,Spain,Right,4,60,55,62,60,33,46
269945,M. Kesik,Mesut Kesik,CM,61,74,775000,2000,20,02-05-2003,183,75,Hertha BSC,2. Bundesliga,RES,Germany,Right,3,54,51,60,69,51,55
271414,K. Etta Eyong,Karl Edouard Blaise Etta Eyong,"CDM, CM",61,74,725000,2000,19,14-10-2003,181,75,Cádiz,La Liga,RES,Cameroon,Right,3,59,37,52,55,61,61
271462,J. Williams,Josh Williams,"RWB, RB",61,74,750000,2000,20,24-11-2002,182,73,Cheltenham Town,League One,SUB,England,Right,3,78,45,54,58,56,60
271481,S. Wade,Sebastian John Wade Gardiner,"LWB, LM, LB",61,74,750000,5000,20,09-04-2003,190,80,Torino,Serie A,SUB,England,Left,2,61,32,51,53,64,56
271675,A. Mayor,Adam Mayor,"LM, LW, LWB",61,74,775000,1000,19,10-04-2004,170,65,Morecambe,League Two,LM,England,Left,3,77,56,51,66,35,50
271836,J. Giacone,Juan Cruz Giacone,ST,61,74,775000,2000,19,09-01-2004,187,80,Talleres Córdoba,Liga Profesional,RES,Argentina,Right,3,60,62,47,54,20,66
272882,S. Walde,Simon Walde,RB,61,74,725000,1000,18,04-01-2005,185,79,Borussia Mönchengladbach,Bundesliga,RES,Germany,Right,2,57,38,53,56,61,63
273514,D. Duran,Denilson Duran Zabala,"LB, LWB",61,74,750000,500,20,24-03-2003,174,68,Blooming,Liga De Futbol Prof,LB,Bolivia,Left,2,78,31,49,56,56,55
273950,M. Baggesen,Marcus Baggesen,LB,61,74,750000,650,19,17-07-2003,177,70,Norrköping,Allsvenskan,LB,Denmark,Left,3,75,31,56,62,52,57
274065,D. Rankine,Dion Rankine,"RWB, RW",61,74,750000,1000,20,15-10-2002,165,63,Exeter City,League One,RWB,England,Right,4,89,49,57,62,54,45
274949,N. Herrera,Nahuel Herrera Viera,CB,61,74,725000,500,18,01-12-2004,181,84,Peñarol,Primera Division,SUB,Uruguay,Right,2,55,32,35,39,63,66
274985,R. Machado,Renzo Neri Machado Pertusso,"ST, CF",61,74,750000,500,17,21-09-2005,182,77,Liverpool,Primera Division,SUB,Uruguay,Right,2,68,62,49,61,30,60
275149,J. Vargas,Josué Eduardo Vargas Castro,GK,61,74,700000,500,20,28-03-2003,182,70,César Vallejo,Primera Division,SUB,Peru,Right,2,,,,,,
275463,M. Araya,Martín Araya,"LM, LW",61,74,750000,500,17,27-09-2005,181,68,Palestino,Primera Division,SUB,Chile,Left,3,73,55,61,61,48,58
276996,Rodrigo Macedo,Rodrigo Ribeiro de Macedo,"ST, CF, RW",61,74,775000,2000,19,09-07-2003,181,73,Moreirense,Liga Portugal,SUB,Portugal,Right,2,60,61,46,58,22,66
277650,Martín Tejón,Martín Tejón Fauli,"CAM, RW",61,74,775000,3000,19,12-04-2004,165,60,Valencia,La Liga,RES,Spain,Right,3,62,60,60,62,39,52
277754,M. Puch,Mehdi Puch,CDM,61,74,725000,700,19,20-01-2004,175,70,Ajaccio,Ligue 2,SUB,Algeria,Right,3,73,41,56,62,56,54
278034,N. Fernandez,Nehemiah Fernandez,CB,61,74,725000,500,18,11-12-2004,184,75,Dunkerque,Ligue 2,SUB,France,Right,3,59,36,50,52,60,63
246920,D. Collander,Kjell Dennis Collander,"RW, CM",61,73,800000,1000,21,09-05-2002,178,70,Hammarby,Allsvenskan,RES,Sweden,Right,3,72,49,57,65,57,68
247331,R. Adamski,Rafał Adamski,ST,61,73,800000,2000,21,21-11-2001,195,79,Zagłębie Lubin,Ekstraklasa,SUB,Poland,Right,3,75,59,40,56,20,62
258522,N. Abbey,Nelson Abbey,"CB, LB, RB",61,73,725000,650,19,28-08-2003,187,74,Reading,League One,LCB,England,Left,3,76,25,46,55,60,59
259401,S. Lagsir,Samir Lagsir,"LM, CF",61,73,800000,2000,20,20-05-2003,178,73,PEC Zwolle,Eredivisie,SUB,Netherlands,Right,3,81,54,53,68,44,56
259739,Dylan Perera,Dylan José Perera Plasencia,"CAM, CM, LM",61,73,800000,1000,20,12-05-2003,173,64,Tenerife,La Liga 2,RES,Spain,Left,3,69,56,60,68,48,46
260880,J. Cooper-Love,Jack Cooper-Love,ST,61,73,800000,900,21,25-12-2001,177,72,Halmstad,Allsvenskan,SUB,Sweden,Right,3,64,61,51,60,33,54
261892,D. Franchi,Denis Franchi,GK,61,73,700000,4000,20,22-10-2002,189,81,Burnley,Premier League,RES,Italy,Right,2,,,,,,
262170,F. Draper,Freddie Draper,ST,61,73,775000,900,18,28-07-2004,189,84,Walsall,League Two,RS,England,Right,3,67,59,48,59,34,76
262289,B. Old,Benjamin Craig Old,"CAM, RW",61,73,800000,700,20,13-08-2002,173,69,Wellington Phoenix,A-League,SUB,New Zealand,Left,2,77,51,58,67,43,65
262962,A. Ementa,Anosike Ementa,ST,61,73,800000,2000,21,03-05-2002,202,85,Viborg,Superliga,ST,Denmark,Right,3,64,59,48,59,25,75
264871,K. Bonnevie,Kayne Bonnevie,GK,61,73,700000,550,21,22-07-2001,191,76,Quevilly Rouen,Ligue 2,SUB,France,Left,3,,,,,,
265822,E. Herrera,Ezequiel Herrera,"RWB, RB, CB",61,73,750000,2000,20,22-01-2003,180,76,San Lorenzo,Liga Profesional,SUB,Argentina,Right,2,71,39,49,57,60,60
266244,L. Stankovski,Luka Stankovski,"CM, CAM, CDM",61,73,775000,2000,20,02-09-2002,190,76,Gaziantep F.K.,Super Lig,SUB,North Macedonia,Right,3,64,53,64,69,47,59
266684,E. Oduah,Emeka Oduah,"LW, ST",61,73,800000,2000,21,14-04-2002,192,77,Osnabrück,2. Bundesliga,RES,Germany,Right,3,81,56,50,62,26,60
267468,J. Noguera,Junior Alexander Noguera Machuca,LM,61,73,800000,500,21,08-05-2002,179,70,Cerro Porteño,Primera División,SUB,Paraguay,Left,3,75,56,55,66,24,44
267637,L. Gueho,Loup Diwan Gueho,CB,61,73,725000,550,19,24-05-2004,187,82,Bastia,Ligue 2,LCB,France,Right,3,56,30,49,51,59,62
267694,H. Opsahl,Halvor Rødølen Opsahl,CB,61,73,750000,600,20,08-10-2002,188,80,HamKam,Eliteserien,SUB,Norway,Right,3,57,25,40,47,61,63
268263,David García,David García Hidalgo,CM,61,73,775000,1000,19,15-09-2003,183,77,Huesca,La Liga 2,RES,Spain,Right,3,59,53,59,61,55,63
270354,J. Affamah,Joe-Loïc Affamah,ST,61,73,800000,3000,21,29-06-2002,175,70,Nantes,Ligue 1,SUB,France,Right,2,75,64,50,57,28,51
270452,D. Adamczyk,Daniel Adamczyk,GK,61,73,700000,1000,20,14-07-2002,188,85,Osnabrück,2. Bundesliga,SUB,Germany,Right,3,,,,,,
271475,N. Bertola,Nicolò Bertola,CB,61,73,750000,550,20,23-03-2003,192,86,Spezia,Serie B,SUB,Italy,Right,2,55,32,36,41,62,70
271970,D. González,Diego González,GK,61,73,700000,1000,20,20-04-2003,183,74,Unión Santa Fe,Liga Profesional,RES,Argentina,Right,3,,,,,,
272783,A. Atta,Arthur Atta,CAM,61,73,800000,2000,20,14-01-2003,189,77,Metz,Ligue 1,SUB,France,Right,3,70,49,56,62,56,67
273907,K. Silva,Kevin Isaías Silva,CB,61,73,750000,2000,20,16-04-2003,185,79,Rosario Central,Liga Profesional,RES,Argentina,Right,2,57,29,35,40,61,71
276793,I. Pacheco,Ignacio Pacheco,"CDM, CM",61,73,725000,500,19,04-04-2004,175,69,Cobresal,Primera Division,SUB,Chile,Left,3,59,34,52,56,55,65
277050,Saldaña,Jose María Saldaña Baeza,GK,61,73,700000,1000,22,09-05-2001,184,72,FC Cartagena,La Liga 2,RES,Spain,Left,3,,,,,,
242358,R. Sadiku,Rijad Sadiku,CB,61,72,675000,1000,23,18-01-2000,187,82,Botoşani,Liga 1,RES,Bosnia and Herzegovina,Right,3,57,32,47,51,60,69
243167,J. Vale,Jack Vale,"ST, LM",61,72,750000,7000,22,03-03-2001,183,70,Lincoln City,League One,SUB,Wales,Right,4,73,59,47,62,26,59
251024,I. Lushaku,Ismet Lushaku,"CM, CDM, LM",61,72,725000,650,22,22-09-2000,177,78,Varberg BoIS,Allsvenskan,RCM,Kosovo,Right,3,68,47,60,63,51,51
251272,Fábio Tavares,Fábio André Tavares Desidério,ST,61,72,750000,7000,22,22-01-2001,180,70,Coventry City,Championship,SUB,Portugal,Right,2,85,62,48,62,26,56
251992,I. Cissé,Ibrahima Cissé,CB,61,72,700000,2000,22,15-02-2001,196,90,Schalke 04,2. Bundesliga,SUB,Mali,Right,3,63,30,44,48,60,64
255266,O. Nkambadio,Obed Nkambadio,GK,61,72,625000,700,20,07-02-2003,190,86,Paris,Ligue 2,SUB,France,Right,2,,,,,,
256860,J. Tolinsson,Jesper Tolinsson,CB,61,72,675000,900,20,28-02-2003,190,83,Norrköping,Allsvenskan,RES,Sweden,Right,2,61,27,43,50,61,63
257104,K. Bowie,Kieron Bowie,"ST, RM",61,72,725000,9000,20,21-09-2002,187,84,Northampton Town,League One,RM,Scotland,Left,3,68,59,51,62,32,76
259039,B. Hidalgo,Bode Hidalgo,RB,61,72,700000,1000,21,22-02-2002,183,75,Real Salt Lake,Major League Soccer,RB,United States,Left,4,77,43,43,65,58,58
259660,F. Flores,Franchesco Flores,CAM,61,72,725000,500,22,15-06-2001,170,65,César Vallejo,Primera Division,SUB,Peru,Right,3,67,61,58,63,35,45
260977,F. Al Ghamdi,Faisal Al Ghamdi,"CM, RM, LM",61,72,725000,5000,21,13-08-2001,183,77,Al Ittihad,Pro League,RES,Saudi Arabia,Right,4,66,49,57,63,58,75
261251,Santisteban,David Santisteban García,ST,61,72,750000,4000,22,26-06-2001,178,82,Sevilla,La Liga,RES,Spain,Right,3,66,62,47,65,20,44
261484,A. Louveau,Adrien Louveau,"CB, CDM",61,72,675000,900,23,01-02-2000,189,86,ŁKS Łódź,Ekstraklasa,RES,France,Left,2,57,36,48,47,62,56
262141,A. Calut,Alexandro Calut,"LB, LWB",61,72,675000,2000,20,22-04-2003,180,68,OH Leuven,Jupiler Pro League,RES,Belgium,Left,3,71,29,52,59,54,59
262917,M. Dietz,Maximilian Dietz,CB,61,72,700000,1000,21,09-02-2002,189,74,SpVgg Greuther Fürth,2. Bundesliga,RCB,United States,Right,3,57,26,38,42,62,61
263016,Y. Guermouche,Yanis Guermouche,ST,61,72,750000,4000,22,15-04-2001,192,83,Montpellier,Ligue 1,SUB,Algeria,Right,3,57,62,49,60,23,58
263077,L. Breunig,Louis Breunig,"LB, CB",61,72,675000,1000,19,14-11-2003,188,77,Jahn Regensburg,3. Liga,LCB,Germany,Left,4,69,26,50,48,62,60
263402,T. De Percin,Théo De Percin,GK,61,72,650000,950,22,02-02-2001,185,81,Auxerre,Ligue 2,SUB,France,Right,3,,,,,,
263655,R. Nyakossi,Roggerio Nyakossi,CB,61,72,650000,3000,19,13-01-2004,194,91,Olympique de Marseille,Ligue 1,RES,Switzerland,Right,3,60,26,41,44,59,77
263874,M. Cvjetinovic,Mladen Cvjetinovic,CB,61,72,650000,850,19,18-09-2003,189,75,Ingolstadt,3. Liga,RCB,Germany,Left,3,60,25,40,43,60,70
264269,A. Donnelly,Aaron Donnelly,CB,61,72,675000,6000,20,08-06-2003,178,72,Dundee,Premiership,SUB,Northern Ireland,Left,2,67,40,53,61,61,61
264335,D. Samek,Daniel Samek,"CDM, CM",61,72,675000,1000,19,19-02-2004,184,80,Lecce,Serie A,RES,Czech Republic,Right,4,54,64,67,65,53,59
266481,R. Cisterna,Rodrigo Antonio Cisterna Arancibia,"CM, CAM",61,72,725000,1000,21,25-03-2002,173,67,Ñublense,Primera Division,RCM,Chile,Right,3,64,50,58,63,43,44
266607,J. Arbio,José Gabriel Arbio Rabelo,GK,61,72,625000,500,20,21-01-2003,187,82,River Plate,Primera Division,SUB,Uruguay,Right,1,,,,,,
267458,Y. Rocha,Yomar Rene Rocha Rodriguez,"RWB, RB",61,72,675000,500,20,21-06-2003,178,65,Bolívar,Liga De Futbol Prof,SUB,Bolivia,Right,3,72,43,57,59,54,56
267735,A. Sosa,Alexander Sebastián Sosa,ST,61,72,750000,3000,22,18-05-2001,186,86,Patronato,Liga Profesional,SUB,Argentina,Right,3,72,61,44,60,21,58
267762,Lee Ji Han,Ji Han Lee,"LM, CF",61,72,725000,700,20,08-01-2003,178,73,Freiburg II,3. Liga,SUB,Korea Republic,Left,3,70,56,55,63,34,49
270905,M. Fuseini,Mohammed Gadafi Fuseini,ST,61,72,750000,2000,21,16-05-2002,169,60,Sturm Graz,Bundesliga,SUB,Ghana,Right,3,86,60,52,67,24,44
271118,N. Naujoks,Noah Naujoks,"CAM, CM, ST",61,72,725000,1000,21,02-05-2002,183,75,Excelsior,Eredivisie,RCM,Netherlands,Right,3,66,57,56,60,54,69
271317,Rafael Fernandes,Rafael Tavares Gomes Fernandes,CB,61,72,700000,950,21,28-06-2002,191,82,Arouca,Liga Portugal,RES,Portugal,Right,3,50,37,49,43,62,61
271455,S. Quintana,Víctor Sebastián Quintana Herrera,CM,61,72,725000,500,20,06-03-2003,172,64,Olimpia,Primera División,SUB,Paraguay,Left,3,62,56,58,61,55,60
271533,B. Kristensen,Bjørn Martin Kristensen,"ST, RM",61,72,750000,750,21,04-05-2002,183,70,Aalesund,Eliteserien,RW,Norway,Left,5,80,60,47,64,27,64
272458,Troncho,Ángel Troncho Beltrán,RM,61,72,725000,1000,20,02-10-2002,180,75,SD Eibar,La Liga 2,RES,Spain,Left,4,70,59,57,62,30,52
273030,G. Cabrera,Gianfranco Cabrera,"LM, RM",61,72,725000,2000,21,09-05-2002,170,60,Unión Santa Fe,Liga Profesional,RES,Argentina,Right,3,82,52,51,71,33,43
273776,M. Otuali,Moses Iwenbuke Otuali Omohe,ST,61,72,725000,850,20,27-08-2002,186,78,Borussia Dortmund II,3. Liga,SUB,Nigeria,Right,3,87,59,45,61,23,56
273896,J. Mina,Felix Jostyn Mina Caicedo,GK,61,72,650000,500,21,23-08-2001,190,86,Emelec,Liga Pro,SUB,Ecuador,Right,2,,,,,,
273984,E. Bores,Eduardo David Bores Díaz,GK,61,72,625000,500,20,28-10-2002,185,77,Deportivo Cuenca,Liga Pro,SUB,Venezuela,Right,2,,,,,,
274132,J. Goicochea,Juan Pablo Goicochea Del Carpio,"ST, RW",61,72,700000,500,18,12-01-2005,185,80,Alianza Lima,Primera Division,RES,Peru,Right,2,63,61,46,60,20,70
274642,A. Valdés,Alex Valdés,"CF, ST, LM",61,72,725000,1000,20,08-08-2002,177,76,Ñublense,Primera Division,SUB,Chile,Right,3,67,58,55,64,29,48
275167,J. Pérez Tica,Jeremías Pérez Tica,ST,61,72,725000,2000,20,16-04-2003,169,76,Newell's Old Boys,Liga Profesional,RES,Argentina,Right,3,59,64,51,59,22,55
275622,Hormigo,Diego Hormigo Iturralde,"LB, CB",61,72,675000,3000,20,16-04-2003,182,75,Sevilla,La Liga,RES,Spain,Left,3,61,26,49,47,62,55
276173,F. van Breemen,Finn van Breemen,CB,61,72,675000,2000,20,25-02-2003,193,83,Basel,Super League,RCB,Netherlands,Left,2,56,31,43,51,60,69
276349,Tiago Machado,Tiago André Rajão Machado,ST,61,72,725000,2000,19,02-04-2004,185,82,Boavista,Liga Portugal,SUB,Portugal,Left,2,68,61,45,59,25,62
276370,A. Kvakić,Amar Kvakić,CB,61,72,675000,2000,20,30-10-2002,192,82,U Craiova 1948,Liga 1,RES,Bosnia and Herzegovina,Right,2,56,34,44,50,59,66
276490,L. Ibertsberger,Lukas Ibertsberger,"LB, LWB",61,72,675000,2000,19,06-08-2003,181,61,Wolfsberger AC,Bundesliga,SUB,Austria,Left,3,70,47,59,58,57,54
276692,A. Gheorghiță,Andrei Gheorghiță,"CF, RW",61,72,725000,1000,20,16-07-2002,182,74,CSM Politehnica Iași,Liga 1,RS,Romania,Right,3,72,57,56,66,33,56
277598,S. El Hadji Djibril,Soumaré El Hadji Djibril,"CDM, CM",61,72,675000,2000,20,07-01-2003,185,73,Sporting Braga,Liga Portugal,RES,Senegal,Left,2,56,42,56,57,59,63
277648,M. Faye,Mame Mor Faye,"RW, RM, LW",61,72,675000,550,17,12-07-2005,182,72,Rizespor,Super Lig,SUB,Senegal,Right,3,73,60,51,65,28,46
278009,H. Mrezigue,Houssem Eddine Mrezigue,CDM,61,72,675000,900,23,23-03-2000,185,78,Vizela,Liga Portugal,RES,Algeria,Right,2,59,48,60,58,56,58
243216,J. Dunn,Julian Dunn-Johnson,CB,61,71,700000,700,22,11-07-2000,191,85,HamKam,Eliteserien,RES,Canada,Right,3,41,26,35,43,58,74
244502,W. Pleśnierowicz,Wiktor Marek Pleśnierowicz,CB,61,71,700000,650,22,29-03-2001,184,75,Warta Poznań,Ekstraklasa,LCB,Poland,Right,2,63,28,40,41,61,66
246401,F. Hartmann,Fabrice Daniel Hartmann,RM,61,71,725000,7000,22,02-03-2001,178,70,Sligo Rovers,Premier Division,RM,Germany,Left,3,75,62,51,66,24,48
246604,C. Kelman,Charlie Kelman,ST,61,71,750000,3000,21,02-11-2001,175,70,Queens Park Rangers,Championship,SUB,United States,Right,3,81,62,48,63,26,60
247820,S. Hanssen,Sondre Fosnæss Hanssen,CB,61,71,700000,750,22,25-05-2001,186,82,Strømsgodset,Eliteserien,SUB,Norway,Right,3,55,33,46,50,61,66
250831,C. Boyce-Clarke,Coniah Boyce-Clarke,GK,61,71,625000,650,20,01-03-2003,183,79,Reading,League One,SUB,Jamaica,Right,3,,,,,,
251016,T. Ahumada,Tomás Alejandro Ahumada Oteíza,GK,61,71,650000,500,22,24-06-2001,181,74,Audax Italiano,Primera Division,GK,Chile,Right,2,,,,,,
251219,D. Burns,Darragh Burns,RW,61,71,725000,3000,20,06-08-2002,176,72,Milton Keynes Dons,League Two,RES,Republic of Ireland,Left,3,73,57,57,64,42,51
